TeamFullName,TeamName,TeamWebName,TeamHomepage,TeamRoster,ConferenceName,ConferenceType
Duquesne Dukes,Duquesne,duquesne,https://247sports.com/college/duquesne/,https://247sports.com/college/duquesne/Team/Duquesne-Dukes-Football-323/Roster/,Northeast,More Conferences
LIU Post Sharks,LIU Post Sharks,LIU Post Sharks,https://247sports.com/,https://247sports.com/Team/LIU-Post-Sharks-Football-2128/Roster/,Northeast,More Conferences
Robert Morris Colonials,Robert Morris,robert-morris,https://247sports.com/college/robert-morris/,https://247sports.com/college/robert-morris/Team/Robert-Morris-Colonials-Football-325/Roster/,Northeast,More Conferences
Sacred Heart Pioneers,Sacred Heart,sacred-heart,https://247sports.com/college/sacred-heart/,https://247sports.com/college/sacred-heart/Team/Sacred-Heart-Pioneers-Football-760/Roster/,Northeast,More Conferences
Saint Francis (PA) Red Flash,Saint Francis,saint-francis,https://247sports.com/college/saint-francis/,https://247sports.com/college/saint-francis/Team/Saint-Francis-PA-Red-Flash-Football-327/Roster/,Northeast,More Conferences
Wagner Seahawks,Wagner,wagner,https://247sports.com/college/wagner/,https://247sports.com/college/wagner/Team/Wagner-Seahawks-Football-328/Roster/,Northeast,More Conferences
Austin Peay Governors,Austin Peay,austin-peay,https://247sports.com/college/austin-peay/,https://247sports.com/college/austin-peay/Team/Austin-Peay-Governors-Football-329/Roster/,Ohio Valley,More Conferences
Eastern Illinois Panthers,Eastern Illinois,eastern-illinois,https://247sports.com/college/eastern-illinois/,https://247sports.com/college/eastern-illinois/Team/Eastern-Illinois-Panthers-Football-330/Roster/,Ohio Valley,More Conferences
Eastern Kentucky Colonels,Eastern Kentucky,eastern-kentucky,https://247sports.com/college/eastern-kentucky/,https://247sports.com/college/eastern-kentucky/Team/Eastern-Kentucky-Colonels-Football-331/Roster/,Ohio Valley,More Conferences
Jacksonville State Gamecocks,Jacksonville State,jacksonville-state,https://247sports.com/college/jacksonville-state/,https://247sports.com/college/jacksonville-state/Team/Jacksonville-State-Gamecocks-Football-332/Roster/,Ohio Valley,More Conferences
Murray State Racers,Murray State,murray-state,https://247sports.com/college/murray-state/,https://247sports.com/college/murray-state/Team/Murray-State-Racers-Football-333/Roster/,Ohio Valley,More Conferences
Southeast Missouri State Redhawks,Semo,semo,https://247sports.com/college/semo/,https://247sports.com/college/semo/Team/Southeast-Missouri-State-Redhawks-Football-334/Roster/,Ohio Valley,More Conferences
Tennessee State Tigers,Tennessee State,tennessee-state,https://247sports.com/college/tennessee-state/,https://247sports.com/college/tennessee-state/Team/Tennessee-State-Tigers-Football-335/Roster/,Ohio Valley,More Conferences
Tennessee Tech Golden Eagles,Tennessee Tech,tennessee-tech,https://247sports.com/college/tennessee-tech/,https://247sports.com/college/tennessee-tech/Team/Tennessee-Tech-Golden-Eagles-Football-336/Roster/,Ohio Valley,More Conferences
Tennessee-Martin Skyhawks,Tennessee Martin,tennessee-martin,https://247sports.com/college/tennessee-martin/,https://247sports.com/college/tennessee-martin/Team/UT-Martin-Skyhawks-Football-761/Roster/,Ohio Valley,More Conferences
Bucknell Bison,Bucknell,bucknell,https://247sports.com/college/bucknell/,https://247sports.com/college/bucknell/Team/Bucknell-Bison-Football-762/Roster/,Patriot League,More Conferences
Colgate Raiders,Colgate,colgate,https://247sports.com/college/colgate/,https://247sports.com/college/colgate/Team/Colgate-Raiders-Football-767/Roster/,Patriot League,More Conferences
Fordham Rams,Fordham,fordham,https://247sports.com/college/fordham/,https://247sports.com/college/fordham/Team/Fordham-Rams-Football-768/Roster/,Patriot League,More Conferences
Georgetown Hoyas,Georgetown,georgetown,https://247sports.com/college/georgetown/,https://247sports.com/college/georgetown/Team/Georgetown-Hoyas-Football-765/Roster/,Patriot League,More Conferences
Holy Cross Crusaders,Holy Cross,holy-cross,https://247sports.com/college/holy-cross/,https://247sports.com/college/holy-cross/Team/Holy-Cross-Crusaders-Football-763/Roster/,Patriot League,More Conferences
Lafayette Leopards,Lafayette,lafayette,https://247sports.com/college/lafayette/,https://247sports.com/college/lafayette/Team/Lafayette-Leopards-Football-766/Roster/,Patriot League,More Conferences
Lehigh Mountain Hawks,Lehigh,lehigh,https://247sports.com/college/lehigh/,https://247sports.com/college/lehigh/Team/Lehigh-Mountain-Hawks-Football-764/Roster/,Patriot League,More Conferences
Butler Bulldogs,Butler,butler,https://247sports.com/college/butler/,https://247sports.com/college/butler/Team/Butler-Bulldogs-Football-340/Roster/,Pioneer,More Conferences
Campbell Fighting Camels,Campbell,campbell,https://247sports.com/college/campbell/,https://247sports.com/college/campbell/Team/Campbell-Fighting-Camels-Football-341/Roster/,Pioneer,More Conferences
Davidson Wildcats,Davidson,davidson,https://247sports.com/college/davidson/,https://247sports.com/college/davidson/Team/Davidson-Wildcats-Football-342/Roster/,Pioneer,More Conferences
Dayton Flyers,Dayton,dayton,https://247sports.com/college/dayton/,https://247sports.com/college/dayton/Team/Dayton-Flyers-Football-343/Roster/,Pioneer,More Conferences
Drake Bulldogs,Drake,drake,https://247sports.com/college/drake/,https://247sports.com/college/drake/Team/Drake-Bulldogs-Football-344/Roster/,Pioneer,More Conferences
Jacksonville Dolphins,Jacksonville,jacksonville,https://247sports.com/college/jacksonville/,https://247sports.com/college/jacksonville/Team/Jacksonville-Dolphins-Football-345/Roster/,Pioneer,More Conferences
Marist Red Foxes,Marist,marist,https://247sports.com/college/marist/,https://247sports.com/college/marist/Team/Marist-Red-Foxes-Football-346/Roster/,Pioneer,More Conferences
Morehead State Eagles,Morehead State,morehead-state,https://247sports.com/college/morehead-state/,https://247sports.com/college/morehead-state/Team/Morehead-State-Eagles-Football-347/Roster/,Pioneer,More Conferences
San Diego Toreros,San Diego,san-diego,https://247sports.com/college/san-diego/,https://247sports.com/college/san-diego/Team/San-Diego-Toreros-Football-348/Roster/,Pioneer,More Conferences
Stetson Hatters,Stetson,stetson,https://247sports.com/college/stetson/,https://247sports.com/college/stetson/Team/Stetson-Hatters-Football-769/Roster/,Pioneer,More Conferences
Valparaiso,Valparaiso,valparaiso,https://247sports.com/college/valparaiso/,https://247sports.com/college/valparaiso/Team/Valparaiso-Beacons-Football-349/Roster/,Pioneer,More Conferences
Chattanooga Mocs,Chattanooga,chattanooga,https://247sports.com/college/chattanooga/,https://247sports.com/college/chattanooga/Team/Chattanooga-Mocs-Football-351/Roster/,Southern,More Conferences
East Tennessee State Buccaneers,Etsu,etsu,https://247sports.com/college/etsu/,https://247sports.com/college/etsu/Team/East-Tennessee-State-Buccaneers-Football-757/Roster/,Southern,More Conferences
Furman Paladins,Furman,furman,https://247sports.com/college/furman/,https://247sports.com/college/furman/Team/Furman-Paladins-Football-354/Roster/,Southern,More Conferences
Mercer Bears,Mercer,mercer,https://247sports.com/college/mercer/,https://247sports.com/college/mercer/Team/Mercer-Bears-Football-770/Roster/,Southern,More Conferences
Samford Bulldogs,Samford,samford,https://247sports.com/college/samford/,https://247sports.com/college/samford/Team/Samford-Bulldogs-Football-356/Roster/,Southern,More Conferences
The Citadel Bulldogs,Citadel,citadel,https://247sports.com/college/citadel/,https://247sports.com/college/citadel/Team/The-Citadel-Bulldogs-Football-352/Roster/,Southern,More Conferences
Virginia Military Institute Keydets,Vmi,vmi,https://247sports.com/college/vmi/,https://247sports.com/college/vmi/Team/Virginia-Military-Institute-Keydets-Football-271/Roster/,Southern,More Conferences
Western Carolina Catamounts,Western Carolina,western-carolina,https://247sports.com/college/western-carolina/,https://247sports.com/college/western-carolina/Team/Western-Carolina-Catamounts-Football-357/Roster/,Southern,More Conferences
Wofford Terriers,Wofford,wofford,https://247sports.com/college/wofford/,https://247sports.com/college/wofford/Team/Wofford-Terriers-Football-358/Roster/,Southern,More Conferences
Abilene Christian Wildcats,Abilene Christian Wildcats,Abilene Christian Wildcats,https://247sports.com/,https://247sports.com/Team/Abilene-Christian-Wildcats-Football-774/Roster/,Southland,More Conferences
Central Arkansas Bears,Central Arkansas,central-arkansas,https://247sports.com/college/central-arkansas/,https://247sports.com/college/central-arkansas/Team/Central-Arkansas-Bears-Football-359/Roster/,Southland,More Conferences
Houston Baptist Huskies,Houston Baptist,houston-baptist,https://247sports.com/college/houston-baptist/,https://247sports.com/college/houston-baptist/Team/Houston-Baptist-Huskies-Football-773/Roster/,Southland,More Conferences
Incarnate Word Cardinals,Uiw,uiw,https://247sports.com/college/uiw/,https://247sports.com/college/uiw/Team/Incarnate-Word-Cardinals-Football-772/Roster/,Southland,More Conferences
Lamar Cardinals,Lamar,lamar,https://247sports.com/college/lamar/,https://247sports.com/college/lamar/Team/Lamar-Cardinals-Football-360/Roster/,Southland,More Conferences
McNeese State Cowboys,Mcneese State,mcneese-state,https://247sports.com/college/mcneese-state/,https://247sports.com/college/mcneese-state/Team/McNeese-State-Cowboys-Football-361/Roster/,Southland,More Conferences
Nicholls State Colonels,Nicholls State,nicholls-state,https://247sports.com/college/nicholls-state/,https://247sports.com/college/nicholls-state/Team/Nicholls-State-Colonels-Football-362/Roster/,Southland,More Conferences
Northwestern State Demons,Northwestern State,northwestern-state,https://247sports.com/college/northwestern-state/,https://247sports.com/college/northwestern-state/Team/Northwestern-State-Demons-Football-363/Roster/,Southland,More Conferences
Sam Houston State Bearkats,Sam Houston State,sam-houston-state,https://247sports.com/college/sam-houston-state/,https://247sports.com/college/sam-houston-state/Team/Sam-Houston-Bearkats-Football-364/Roster/,Southland,More Conferences
Southeastern Louisiana Lions,Southeastern Louisiana,southeastern-louisiana,https://247sports.com/college/southeastern-louisiana/,https://247sports.com/college/southeastern-louisiana/Team/Southeastern-Louisiana-Lions-Football-365/Roster/,Southland,More Conferences
Stephen F. Austin Lumberjacks,Sfasu,sfasu,https://247sports.com/college/sfasu/,https://247sports.com/college/sfasu/Team/Stephen-F-Austin-Lumberjacks-Football-366/Roster/,Southland,More Conferences
Alabama A&M Bulldogs,Aamu,aamu,https://247sports.com/college/aamu/,https://247sports.com/college/aamu/Team/Alabama-AM-Bulldogs-Football-367/Roster/,SWAC,More Conferences
Alabama State Hornets,Alabama State,alabama-state,https://247sports.com/college/alabama-state/,https://247sports.com/college/alabama-state/Team/Alabama-State-Hornets-Football-369/Roster/,SWAC,More Conferences
Alcorn State Braves,Alcorn State,alcorn-state,https://247sports.com/college/alcorn-state/,https://247sports.com/college/alcorn-state/Team/Alcorn-State-Braves-Football-368/Roster/,SWAC,More Conferences
Arkansas-Pine Bluff Golden Lions,Arkansas Pine Bluff,arkansas-pine-bluff,https://247sports.com/college/arkansas-pine-bluff/,https://247sports.com/college/arkansas-pine-bluff/Team/Arkansas-Pine-Bluff-Golden-Lions-Football-370/Roster/,SWAC,More Conferences
Florida A&M Rattlers,Famu,famu,https://247sports.com/college/famu/,https://247sports.com/college/famu/Team/Florida-AM-Rattlers-Football-302/Roster/,SWAC,More Conferences
Grambling State Tigers,Grambling State,grambling-state,https://247sports.com/college/grambling-state/,https://247sports.com/college/grambling-state/Team/Grambling-State-Tigers-Football-371/Roster/,SWAC,More Conferences
Jackson State Tigers,Jackson State,jackson-state,https://247sports.com/college/jackson-state/,https://247sports.com/college/jackson-state/Team/Jackson-State-Tigers-Football-372/Roster/,SWAC,More Conferences
Mississippi Valley State Delta Devils,Mvsu,mvsu,https://247sports.com/college/mvsu/,https://247sports.com/college/mvsu/Team/Mississippi-Valley-State-Delta-Devils-Football-373/Roster/,SWAC,More Conferences
Prairie View A&M Panthers,Pvamu,pvamu,https://247sports.com/college/pvamu/,https://247sports.com/college/pvamu/Team/Prairie-View-AM-Panthers-Football-374/Roster/,SWAC,More Conferences
Southern Jaguars,Southern,southern,https://247sports.com/college/southern/,https://247sports.com/college/southern/Team/Southern-University-Jaguars-Football-375/Roster/,SWAC,More Conferences
Texas Southern Tigers,Texas Southern,texas-southern,https://247sports.com/college/texas-southern/,https://247sports.com/college/texas-southern/Team/Texas-Southern-Tigers-Football-376/Roster/,SWAC,More Conferences
